"AT_ID","DIVISION","YEAR","DEPARTURE_AIRPORT","STOPOVER_1","STOPOVER_2","ARRIVAL_AIRPORT","JOURNEY_TYPE","FLIGHT_CLASS","PASSENGER_TYPE","TRAVEL_REASON_1","TRAVEL_REASON_2","REMARKS","DISTANCE_KM","EMISSIONS_KGCO2EQ"
322,"PhysicalGeography",2019,"JAV","SFJ",,"CPH","One-way","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,3771,761
323,"PhysicalGeography",2019,"JAV","SFJ",,"CPH","One-way","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,3771,761
324,"PhysicalGeography",2019,"JAV","SFJ",,"CPH","One-way","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,3771,761
325,"PhysicalGeography",2019,"JAV","SFJ",,"CPH","One-way","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,3771,761
326,"PhysicalGeography",2019,"JAV","SFJ",,"CPH","One-way","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,3771,761
327,"PhysicalGeography",2019,"JAV","SFJ",,"CPH","One-way","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,3771,761
328,"PhysicalGeography",2019,"JAV","SFJ",,"CPH","One-way","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,3771,761
329,"PhysicalGeography",2019,"JAV","SFJ",,"CPH","One-way","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,3771,761
330,"PhysicalGeography",2019,"JAV","SFJ",,"CPH","One-way","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,3771,761
331,"PhysicalGeography",2019,"ZRH","YMQ",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Konferenz",,,12150,2818
332,"PhysicalGeography",2019,"ZRH","EWR",,,"One-way","Economy","ProfessorIn","Konferenz","Projektmeeting",,6378,2037
333,"PhysicalGeography",2019,"BOS","ZRH",,,"One-way","Economy","ProfessorIn","Konferenz","Projektmeeting",,6056,1626
334,"PhysicalGeography",2019,"ZRH","BOS",,,"Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,12112,3253
335,"PhysicalGeography",2019,"PDX","ZRH",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion","Projektmeeting",,17376,4415
336,"PhysicalGeography",2019,"PDX","ZRH",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion","Projektmeeting",,17376,4415
337,"PhysicalGeography",2019,"LIM","BOG",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,3872,782
338,"PhysicalGeography",2019,"LIM","MAD",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Konferenz","Weiteres",,21710,5021
339,"PhysicalGeography",2019,"LIM","SCL",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Weiteres","Feldarbeit/Exkursion",,5018,1019
340,"PhysicalGeography",2019,"ZRH","MAD",,"LIM","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion","Projektmeeting",,21710,5020
341,"PhysicalGeography",2019,"LIM","BOG",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,3872,782
342,"PhysicalGeography",2019,"LIM","SCL",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,5018,1019
343,"PhysicalGeography",2019,"GVA","MAD",,"BOG","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,18266,4147
344,"PhysicalGeography",2019,"ZRH","AMS","BOG","LIM","One-way","Economy","ProfessorIn","Projektmeeting","Feldarbeit/Exkursion",,11491,2810
345,"PhysicalGeography",2019,"LIM","AMS",,"ZRH","One-way","Economy","ProfessorIn","Projektmeeting","Feldarbeit/Exkursion",,11214,2342
346,"PhysicalGeography",2019,"ZRH","CPH",,"IAD","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,7587,1589
347,"PhysicalGeography",2019,"IAD","MUC",,"ZRH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,7201,1551
348,"PhysicalGeography",2019,"DEL","ZRH",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,12392,3072
349,"PhysicalGeography",2019,"DEL","ZRH",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,12392,3072
350,"PhysicalGeography",2019,"DEL","ZRH",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,12392,3072
351,"PhysicalGeography",2019,"DEL","ZRH",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,12392,3072
352,"PhysicalGeography",2019,"DEL","ZRH",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,12392,3072
353,"PhysicalGeography",2019,"DEL","ZRH",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,12392,3072
354,"PhysicalGeography",2019,"CCU","DXB",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,16458,3954
355,"PhysicalGeography",2019,"ZRH","IST",,"FRU","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Projektmeeting","Feldarbeit/Exkursion",,5591,1067
356,"PhysicalGeography",2019,"BJS","ZRH",,,"One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion","Projektmeeting",,8033,2001
357,"PhysicalGeography",2019,"FRU","URC",,"CTU","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion","Projektmeeting",,3221,679
358,"PhysicalGeography",2019,"ZRH","LHR",,"IAD","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,6785,1466
359,"PhysicalGeography",2019,"IAD","KEF",,"LGW","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,6533,1352
360,"PhysicalGeography",2019,"LHR","YMQ",,,"Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,10580,2367
361,"PhysicalGeography",2019,"EDI","LHR",,"BJS","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Konferenz",,,17596,4346
362,"PhysicalGeography",2019,"ZRH","MUC",,"DEN","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,17552,4367
363,"PhysicalGeography",2019,"ZRH","VIE",,,"Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,1308,259
364,"PhysicalGeography",2019,"ZRH","VIE",,,"Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1308,259
365,"PhysicalGeography",2019,"ZRH","VIE",,,"Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Konferenz",,,1308,259
366,"PhysicalGeography",2019,"ZRH","VIE",,,"Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Konferenz",,,1308,259
367,"PhysicalGeography",2019,"ZRH","DXB",,"BLR","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,15128,3526
368,"PhysicalGeography",2019,"ZRH","GOT",,,"Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,2430,559
369,"PhysicalGeography",2019,"ZRH","SFO",,,"Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,18842,5434
370,"PhysicalGeography",2019,"ZRH","VIE",,,"Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1308,259
371,"PhysicalGeography",2019,"ZRH","MUC","YVR","YZF","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,20662,5219
372,"PhysicalGeography",2019,"SAL","BOG",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,3902,805
373,"PhysicalGeography",2019,"SAL","BOG",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,3902,805
374,"PhysicalGeography",2019,"LIM","BOG",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,3872,782
375,"PhysicalGeography",2019,"YEV","YZF",,,"Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,2276,528
376,"PhysicalGeography",2019,"YEV","YZF",,,"Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,2276,528
377,"PhysicalGeography",2019,"ZRH","DEL",,,"Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Workshop",,,12392,3072
378,"PhysicalGeography",2019,"ZRH","DEL",,,"Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Workshop",,,12392,3072
379,"PhysicalGeography",2019,"FRA","DEL",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Weiteres",,,12338,3320
380,"PhysicalGeography",2019,"SVO","DEL",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,8826,2010
381,"PhysicalGeography",2019,"LHE","DOH",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting","Weiteres",,13848,3285
382,"PhysicalGeography",2019,"DEN","MUC",,"VIE","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Konferenz","Weiteres",,17738,4447
383,"PhysicalGeography",2019,"DEL","ZRH",,,"Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Weiteres",,,12392,3072
384,"PhysicalGeography",2019,"LPB","LIM - EZE - FTE","EZE","LPB","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,10787,2170
385,"PhysicalGeography",2019,"BOG","EZE",,"FTE","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,13642,2976
386,"PhysicalGeography",2019,"UIO","SDC","EZE","FTE","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,14264,2892
387,"PhysicalGeography",2019,"LIM","EZE",,"FTE","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,10570,2094
388,"PhysicalGeography",2019,"MEX","EZE",,"FTE","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,19056,4598
389,"PhysicalGeography",2019,"KBL",,,"ALA","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,2508,574
390,"PhysicalGeography",2019,"ULN",,,"ALA","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,4806,1022
391,"PhysicalGeography",2019,"MOW",,,"ALA","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,6348,1642
392,"PhysicalGeography",2019,"DYU",,,"ALA","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,1844,181
393,"PhysicalGeography",2019,"TAS",,,"ALA","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Projektmeeting",,,1458,378
394,"HumanGeography",2019,"ZRH","AMS",,"MME","One-way","Economy","Doktorierende","Konferenz",,,1177,292
395,"HumanGeography",2019,"EDI","AMS",,"ZRH","One-way","Economy","Doktorierende","Konferenz",,,1367,322
396,"HumanGeography",2019,"ZRH",,,"CPH","Hin- und Rückflug","Economy","ProfessorIn","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2022,422
397,"HumanGeography",2019,"ZRH","DXB",,"CMB","Hin- und Rückflug","Economy","Doktorierende","Feldarbeit/Exkursion",,,16306,3694
398,"HumanGeography",2019,"ZRH",,,"CPH","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2022,422
399,"HumanGeography",2019,"CPH",,,"ZRH","One-way","Economy","Doktorierende","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1011,211
400,"HumanGeography",2019,"ZRH",,,"HAM","Hin- und Rückflug","Economy","ProfessorIn","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1484,318
401,"HumanGeography",2019,"MDE",,,"BOG","One-way","Economy","Doktorierende","Feldarbeit/Exkursion",,,264,40
402,"HumanGeography",2019,"ZRH","ARN",,"CPH","One-way","Economy","Doktorierende","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2125,449
403,"HumanGeography",2019,"CPH",,,"ZRH","One-way","Economy","Doktorierende","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1011,211
404,"HumanGeography",2019,"ZRH",,,"CPH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1011,211
405,"HumanGeography",2019,"CPH",,,"TXL","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,406,75
406,"HumanGeography",2019,"TXL",,,"ZRH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,710,142
407,"HumanGeography",2019,"EDI",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Prüfungsabnahme",,,2594,706
408,"HumanGeography",2019,"LHR",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1670,331
409,"HumanGeography",2019,"ZRH","DOH",,"KTM","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,15904,3602
410,"HumanGeography",2019,"ZRH","VIE","ADD","LUN","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,17056,3603
411,"HumanGeography",2019,"SIN",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,20700,5840
412,"HumanGeography",2019,"ZRH","CDG",,"OUA","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,9328,2050
413,"HumanGeography",2019,"CPH",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2022,422
414,"HumanGeography",2019,"ZRH","LCY",,"EDI","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,2800,774
415,"HumanGeography",2019,"ZRH",,,"LCY","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,1616,435
416,"HumanGeography",2019,"ZRH",,,"YUL","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person ohne Doktortitel (ohne Doktorierende)","Feldarbeit/Exkursion",,,12084,3027
417,"HumanGeography",2019,"CMB","DXB",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Weiteres",,,16306,3694
418,"HumanGeography",2019,"BLQ",,,"BRI","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,1270,295
419,"HumanGeography",2019,"BLQ",,,"LIS","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Feldarbeit/Exkursion",,,3712,774
420,"HumanGeography",2019,"ZRH",,,"VIE","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,1308,259
421,"HumanGeography",2019,"ZRH","SOF",,"ATH","One-way","Economy","Doktorierende","Konferenz",,,1907,498
422,"HumanGeography",2019,"ZRH","SOF",,"ATH","One-way","Economy","Doktorierende","Konferenz",,,1907,498
423,"HumanGeography",2019,"ZRH",,,"IAD","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,13438,2650
424,"HumanGeography",2019,"ZRH",,,"AMS","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1304,288
425,"HumanGeography",2019,"ZRH",,,"LCY","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,808,218
426,"HumanGeography",2019,"LHR",,,"ZRH","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,835,166
427,"HumanGeography",2019,"ZRH",,,"HAM","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,1484,318
428,"HumanGeography",2019,"ZRH","KEF",,"DEN","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,16972,3789
429,"HumanGeography",2019,"DSM","DTW",,"BUF","One-way","Economy","ProfessorIn","Workshop",,,1343,341
430,"HumanGeography",2019,"ZRH","FRA ",,"DEN","One-way","Economy","ProfessorIn","Konferenz",,,8470,1995
431,"HumanGeography",2019,"BUF","EWR",,"ZRH","One-way","Economy","ProfessorIn","Konferenz",,,6880,2132
432,"HumanGeography",2019,"BCN",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1810,338
433,"HumanGeography",2019,"NCL","AMS",,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2444,573
434,"HumanGeography",2019,"LGW",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Prüfungsabnahme",,,1610,375
435,"HumanGeography",2019,"CPH",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2022,422
436,"HumanGeography",2019,"DUB",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2572,480
437,"HumanGeography",2019,"DUB",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2572,480
438,"HumanGeography",2019,"ZRH","CDG",,"FNA","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,10614,2332
439,"HumanGeography",2019,"FRA",,,"MBA","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,6764,1607
440,"HumanGeography",2019,"DAR","DOH",,"ZRH","One-way","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,8401,1835
441,"HumanGeography",2019,"ZRH","MCT",,"KTM","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,,15950,3361
442,"HumanGeography",2019,"LHR",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1670,331
443,"HumanGeography",2019,"LTN",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,1716,402
444,"HumanGeography",2019,"RDU",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,14074,3373
445,"HumanGeography",2019,"NCL",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Lehrveranstaltungen (z.B. Summer School, Kolloquium, Einzelvortrag)",,,2306,534
446,"HumanGeography",2019,"ZRH",,,"IAD","Hin- und Rückflug","Economy","Doktorierende","Workshop",,,13438,2650
447,"HumanGeography",2019,"ZRH",,,"IAD","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Workshop",,,13438,2650
448,"HumanGeography",2019,"CMB","DOH",,"ZRH","One-way","Economy","Doktorierende","Feldarbeit/Exkursion",,,8205,1827
449,"HumanGeography",2019,"ZRH","DOH",,"CMB","Hin- und Rückflug","Economy","Doktorierende","Feldarbeit/Exkursion",,,16410,3654
450,"HumanGeography",2019,"KTM",,,"CMB","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Workshop",,,2435,517
451,"HumanGeography",2019,"LHR",,,"CMB","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,17522,3869
452,"HumanGeography",2019,"CDG ",,,"CMB","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,17060,3741
453,"HumanGeography",2019,"AMS",,,"GVA","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1462,355
454,"HumanGeography",2019,"CMB",,,"ZRH","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,16194,4042
455,"HumanGeography",2019,"ZRH","DOH",,"CMB","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Feldarbeit/Exkursion",,"No flight class reported.",16410,3654
456,"GIScience",2019,"ZRH",,,"MHT","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,12120,2809
457,"GIScience",2019,"ZRH",,,"YYC","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,15648,3869
458,"GIScience",2019,"ZRH",,,"JNB","Hin- und Rückflug","Economy","Doktorierende","Konferenz",,,16924,5050
459,"GIScience",2019,"ZRH",,,"HEL","Hin- und Rückflug","Economy","ProfessorIn","konferenz",,,3656,949
460,"GIScience",2019,"ZRH",,,"DRS","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,1214,410
461,"GIScience",2019,"ZRH",,,"MXP","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,506,86
462,"GIScience",2019,"ZRH",,,"MXP","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,506,86
463,"GIScience",2019,"ZRH",,,"MMX","Hin- und Rückflug","Economy","ProfessorIn","Konferenz",,,2020,478
464,"GIScience",2019,"ZRH",,,"EDI","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,2594,706
465,"GIScience",2019,"ZRH",,,"LIS","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,"ohne Flughafenangabe für Portugal, LIS angenommen",3540,683
466,"GIScience",2019,"ZRH",,,"LCY","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1616,435
467,"GIScience",2019,"ZRH",,,"LCY","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1616,435
468,"GIScience",2019,"ZRH",,,"BOS","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,12112,3253
469,"GIScience",2019,"ZRH",,,"VLC","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,2386,448
470,"GIScience",2019,"ZRH",,,"AMS","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1304,288
471,"GIScience",2019,"ZRH",,,"LCY","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1616,435
472,"GIScience",2019,"ZRH",,,"LCY","Hin- und Rückflug","Economy","Nicht an der UZH angestellte Person (z.B. Gast, externe Doktorierende)","Workshop",,,1616,435
473,"GIScience",2019,"ZRH",,,"HND","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Workshop",,,19296,5021
474,"GIScience",2019,"ZRH",,,"BJS","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,16066,4001
475,"GIScience",2019,"ZRH",,,"HND","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","konferenz",,,19296,5021
476,"GIScience",2019,"ZRH",,,"IAD","One-way","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,13438,2650
477,"GIScience",2019,"ZRH",,,"USA","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,"ohne Flughafenangabe für USA, IAD angenommen",13438,2650
478,"GIScience",2019,"ZRH",,,"LUX","Hin- und Rückflug","Economy","Sonstige am Institut beschäftigte Person mit Doktortitel","Konferenz",,,690,133
